Workload: s3tm-5gb (5.0 GiB)
Workers: 64, Concurrency: 256

Run:1 Secs:2.374780 Gb/s:18.085751
Run:2 Secs:1.227747 Gb/s:34.982525
Run:3 Secs:1.054958 Gb/s:40.712228
Run:4 Secs:1.122314 Gb/s:38.268848
Run:5 Secs:1.139013 Gb/s:37.707792
Run:6 Secs:1.117448 Gb/s:38.435496
Run:7 Secs:1.213763 Gb/s:35.385555
Run:8 Secs:1.290400 Gb/s:33.283996
Run:9 Secs:1.262954 Gb/s:34.007315
Run:10 Secs:1.199037 Gb/s:35.820143
