Workload: s3tm-30gb (30.0 GiB)
Workers: 64, Concurrency: 256

Run:1 Secs:12.279837 Gb/s:20.985461
Run:2 Secs:4.758052 Gb/s:54.160408
Run:3 Secs:4.604979 Gb/s:55.960743
Run:4 Secs:5.105971 Gb/s:50.469939
Run:5 Secs:4.960061 Gb/s:51.954608
Run:6 Secs:4.601162 Gb/s:56.007167
Run:7 Secs:4.772465 Gb/s:53.996836
Run:8 Secs:5.407035 Gb/s:47.659767
Run:9 Secs:4.642387 Gb/s:55.509818
Run:10 Secs:5.295955 Gb/s:48.659410
