Workload: s3tm-50gb (50.0 GiB)
Workers: 64, Concurrency: 256

Run:1 Secs:8.793502 Gb/s:48.842513
Run:2 Secs:7.523291 Gb/s:57.088946
Run:3 Secs:7.301420 Gb/s:58.823725
Run:4 Secs:8.183801 Gb/s:52.481323
Run:5 Secs:7.287259 Gb/s:58.938035
Run:6 Secs:8.027932 Gb/s:53.500295
Run:7 Secs:7.681787 Gb/s:55.911042
Run:8 Secs:8.081925 Gb/s:53.142877
Run:9 Secs:7.704709 Gb/s:55.744708
Run:10 Secs:8.306117 Gb/s:51.708483
