Workload: s3tm-5gb (5.0 GiB)
Workers: 64, Concurrency: 256

Run:1 Secs:1.834004 Gb/s:23.418533
Run:2 Secs:1.183210 Gb/s:36.299294
Run:3 Secs:1.130417 Gb/s:37.994530
Run:4 Secs:1.125906 Gb/s:38.146750
Run:5 Secs:6.154519 Gb/s:6.978559
Run:6 Secs:1.276045 Gb/s:33.658429
Run:7 Secs:1.242259 Gb/s:34.573856
Run:8 Secs:1.134859 Gb/s:37.845809
Run:9 Secs:1.247886 Gb/s:34.417937
Run:10 Secs:1.064918 Gb/s:40.331420
