Workload: s3tm-30gb-alt (30.0 GiB)
Workers: 64, Concurrency: 4 per worker (256 total), PartSize: 64 MiB

Run:1 Secs:7.702635 Gb/s:33.455830
Run:2 Secs:11.719601 Gb/s:21.988637
Run:3 Secs:6.098658 Gb/s:42.254877
Run:4 Secs:7.344054 Gb/s:35.089346
Run:5 Secs:9.290729 Gb/s:27.737118
Run:6 Secs:6.209358 Gb/s:41.501557
Run:7 Secs:8.332384 Gb/s:30.927290
Run:8 Secs:7.947770 Gb/s:32.423942
Run:9 Secs:5.560383 Gb/s:46.345371
Run:10 Secs:7.207744 Gb/s:35.752942
